ZIPCODE,STCOUNTYFP,CITY,STATE,COUNTYNAME
76384,48487,Vernon,TX,Wilbarger
79247,48487,Odell,TX,Wilbarger
76373,48487,Oklaunion,TX,Wilbarger
79225,48487,Chillicothe,TX,Wilbarger
78569,48489,Lyford,TX,Willacy
78590,48489,San perlita,TX,Willacy
78550,48489,Harlingen,TX,Willacy
78561,48489,Lasara,TX,Willacy
78594,48489,Sebastian,TX,Willacy
78580,48489,Raymondville,TX,Willacy
78598,48489,Port mansfield,TX,Willacy
78633,48491,Georgetown,TX,Williamson
78641,48491,Leander,TX,Williamson
78759,48491,Austin,TX,Williamson
78729,48491,Austin,TX,Williamson
78605,48491,Bertram,TX,Williamson
76574,48491,Taylor,TX,Williamson
76577,48491,Thorndale,TX,Williamson
76578,48491,Thrall,TX,Williamson
76537,48491,Jarrell,TX,Williamson
78681,48491,Round rock,TX,Williamson
78682,48491,Round rock,TX,Williamson
76530,48491,Granger,TX,Williamson
78717,48491,Austin,TX,Williamson
78728,48491,Austin,TX,Williamson
76571,48491,Salado,TX,Williamson
76527,48491,Florence,TX,Williamson
76573,48491,Schwertner,TX,Williamson
78634,48491,Hutto,TX,Williamson
78642,48491,Liberty hill,TX,Williamson
78750,48491,Austin,TX,Williamson
78646,48491,Leander,TX,Williamson
78673,48491,Walburg,TX,Williamson
78628,48491,Georgetown,TX,Williamson
78615,48491,Coupland,TX,Williamson
78665,48491,Round rock,TX,Williamson
78680,48491,Round rock,TX,Williamson
78613,48491,Cedar park,TX,Williamson
78664,48491,Round rock,TX,Williamson
78727,48491,Austin,TX,Williamson
78627,48491,Georgetown,TX,Williamson
78674,48491,Weir,TX,Williamson
78621,48491,Elgin,TX,Williamson
78630,48491,Cedar park,TX,Williamson
78683,48491,Round rock,TX,Williamson
76511,48491,Bartlett,TX,Williamson
78626,48491,Georgetown,TX,Williamson
78660,48491,Pflugerville,TX,Williamson
78651,48491,Mc neil,TX,Williamson
78113,48493,Falls city,TX,Wilson
78117,48493,Hobson,TX,Wilson
78161,48493,Sutherland springs,TX,Wilson
78114,48493,Floresville,TX,Wilson
78064,48493,Pleasanton,TX,Wilson
78101,48493,Adkins,TX,Wilson
78160,48493,Stockdale,TX,Wilson
78152,48493,Saint hedwig,TX,Wilson
78112,48493,Elmendorf,TX,Wilson
78223,48493,San antonio,TX,Wilson
78147,48493,Poth,TX,Wilson
78121,48493,La vernia,TX,Wilson
78140,48493,Nixon,TX,Wilson
78143,48493,Pandora,TX,Wilson
79789,48495,Wink,TX,Winkler
79745,48495,Kermit,TX,Winkler
76073,48497,Paradise,TX,Wise
76259,48497,Ponder,TX,Wise
76225,48497,Alvord,TX,Wise
76246,48497,Greenwood,TX,Wise
76078,48497,Rhome,TX,Wise
76020,48497,Azle,TX,Wise
76487,48497,Poolville,TX,Wise
76267,48497,Slidell,TX,Wise
76023,48497,Boyd,TX,Wise
76082,48497,Springtown,TX,Wise
76234,48497,Decatur,TX,Wise
76247,48497,Justin,TX,Wise
76426,48497,Bridgeport,TX,Wise
76249,48497,Krum,TX,Wise
76270,48497,Sunset,TX,Wise
76431,48497,Chico,TX,Wise
76052,48497,Haslet,TX,Wise
76239,48497,Forestburg,TX,Wise
76071,48497,Newark,TX,Wise
76458,48497,Jacksboro,TX,Wise
75431,48499,Como,TX,Wood
75410,48499,Alba,TX,Wood
75765,48499,Hawkins,TX,Wood
75440,48499,Emory,TX,Wood
75480,48499,Scroggins,TX,Wood
75497,48499,Yantis,TX,Wood
75773,48499,Mineola,TX,Wood
75755,48499,Big sandy,TX,Wood
75451,48499,Leesburg,TX,Wood
75494,48499,Winnsboro,TX,Wood
75471,48499,Pickton,TX,Wood
75783,48499,Quitman,TX,Wood
75444,48499,Golden,TX,Wood
79376,48501,Tokio,TX,Yoakum
79360,48501,Seminole,TX,Yoakum
79323,48501,Denver city,TX,Yoakum
79355,48501,Plains,TX,Yoakum
76424,48503,Breckenridge,TX,Young
76372,48503,Newcastle,TX,Young
76481,48503,South bend,TX,Young
76460,48503,Loving,TX,Young
76374,48503,Olney,TX,Young
76491,48503,Woodson,TX,Young
76427,48503,Bryson,TX,Young
76450,48503,Graham,TX,Young
76389,48503,Windthorst,TX,Young
78584,48505,Roma,TX,Zapata
78076,48505,Zapata,TX,Zapata
78360,48505,Guerra,TX,Zapata
78067,48505,San ygnacio,TX,Zapata
78564,48505,Lopeno,TX,Zapata
78361,48505,Hebbronville,TX,Zapata
78061,48507,Pearsall,TX,Zavala
78872,48507,La pryor,TX,Zavala
78834,48507,Carrizo springs,TX,Zavala
78839,48507,Crystal city,TX,Zavala
78829,48507,Batesville,TX,Zavala
84752,49001,Minersville,UT,Beaver
84743,49001,Kingston,UT,Beaver
84713,49001,Beaver,UT,Beaver
84751,49001,Milford,UT,Beaver
84731,49001,Greenville,UT,Beaver
84307,49003,Corinne,UT,Box Elder
84313,49003,Grouse creek,UT,Box Elder
84306,49003,Collinston,UT,Box Elder
84324,49003,Mantua,UT,Box Elder
84302,49003,Brigham city,UT,Box Elder
84336,49003,Snowville,UT,Box Elder
84311,49003,Fielding,UT,Box Elder
84329,49003,Park valley,UT,Box Elder
84316,49003,Howell,UT,Box Elder
84301,49003,Bear river city,UT,Box Elder
84340,49003,Willard,UT,Box Elder
84314,49003,Honeyville,UT,Box Elder
84331,49003,Portage,UT,Box Elder
84312,49003,Garland,UT,Box Elder
84337,49003,Tremonton,UT,Box Elder
84309,49003,Deweyville,UT,Box Elder
84330,49003,Plymouth,UT,Box Elder
84334,49003,Riverside,UT,Box Elder
84321,49005,Logan,UT,Cache
84323,49005,Logan,UT,Cache
84335,49005,Smithfield,UT,Cache
84326,49005,Millville,UT,Cache
84333,49005,Richmond,UT,Cache
84304,49005,Cache junction,UT,Cache
84327,49005,Newton,UT,Cache
84308,49005,Cornish,UT,Cache
84339,49005,Wellsville,UT,Cache
84318,49005,Hyde park,UT,Cache
84338,49005,Trenton,UT,Cache
84332,49005,Providence,UT,Cache
84305,49005,Clarkston,UT,Cache
84312,49005,Garland,UT,Cache
84328,49005,Paradise,UT,Cache
84341,49005,Logan,UT,Cache
84322,49005,Logan,UT,Cache
84319,49005,Hyrum,UT,Cache
84325,49005,Mendon,UT,Cache
84320,49005,Lewiston,UT,Cache
84501,49007,Price,UT,Carbon
84529,49007,Kenilworth,UT,Carbon
84542,49007,Wellington,UT,Carbon
84526,49007,Helper,UT,Carbon
84520,49007,East carbon,UT,Carbon
84539,49007,Sunnyside,UT,Carbon
84046,49009,Manila,UT,Daggett
84023,49009,Dutch john,UT,Daggett
84054,49011,North salt lake,UT,Davis
84315,49011,Hooper,UT,Davis
84011,49011,Bountiful,UT,Davis
84075,49011,Syracuse,UT,Davis
84041,49011,Layton,UT,Davis
84037,49011,Kaysville,UT,Davis
84405,49011,Ogden,UT,Davis
84025,49011,Farmington,UT,Davis
84014,49011,Centerville,UT,Davis
84015,49011,Clearfield,UT,Davis
84087,49011,Woods cross,UT,Davis
84016,49011,Clearfield,UT,Davis
84089,49011,Clearfield,UT,Davis
84010,49011,Bountiful,UT,Davis
84040,49011,Layton,UT,Davis
84056,49011,Hill afb,UT,Davis
84031,49013,Hanna,UT,Duchesne
84066,49013,Roosevelt,UT,Duchesne
84072,49013,Tabiona,UT,Duchesne
84073,49013,Talmage,UT,Duchesne
84052,49013,Myton,UT,Duchesne
84021,49013,Duchesne,UT,Duchesne
84051,49013,Mountain home,UT,Duchesne
84007,49013,Bluebell,UT,Duchesne
84053,49013,Neola,UT,Duchesne
84001,49013,Altamont,UT,Duchesne
84002,49013,Altonah,UT,Duchesne
84027,49013,Fruitland,UT,Duchesne
84501,49015,Price,UT,Emery
84521,49015,Elmo,UT,Emery
84523,49015,Ferron,UT,Emery
84537,49015,Orangeville,UT,Emery
84522,49015,Emery,UT,Emery
84518,49015,Cleveland,UT,Emery
84528,49015,Huntington,UT,Emery
84525,49015,Green river,UT,Emery
84516,49015,Clawson,UT,Emery
84513,49015,Castle dale,UT,Emery
84716,49017,Boulder,UT,Garfield
84718,49017,Cannonville,UT,Garfield
84764,49017,Bryce,UT,Garfield
84736,49017,Henrieville,UT,Garfield
84712,49017,Antimony,UT,Garfield
84726,49017,Escalante,UT,Garfield
84759,49017,Panguitch,UT,Garfield
84776,49017,Tropic,UT,Garfield
84515,49019,Cisco,UT,Grand
84525,49019,Green river,UT,Grand
84532,49019,Moab,UT,Grand
84540,49019,Thompson,UT,Grand
84781,49021,Pine valley,UT,Iron
84722,49021,Central,UT,Iron
84761,49021,Parowan,UT,Iron
84721,49021,Cedar city,UT,Iron
84720,49021,Cedar city,UT,Iron
84742,49021,Kanarraville,UT,Iron
84757,49021,New harmony,UT,Iron
84714,49021,Beryl,UT,Iron
84753,49021,Modena,UT,Iron
84719,49021,Brian head,UT,Iron
84756,49021,Newcastle,UT,Iron
84760,49021,Paragonah,UT,Iron
84737,49021,Hurricane,UT,Iron
84772,49021,Summit,UT,Iron
84639,49023,Levan,UT,Juab
84628,49023,Eureka,UT,Juab
84648,49023,Nephi,UT,Juab
84645,49023,Mona,UT,Juab
84758,49025,Orderville,UT,Kane
84735,49025,Hatch,UT,Kane
84729,49025,Glendale,UT,Kane
84710,49025,Alton,UT,Kane
84726,49025,Escalante,UT,Kane
84762,49025,Duck creek village,UT,Kane
84755,49025,Mount carmel,UT,Kane
84741,49025,Kanab,UT,Kane
84635,49027,Hinckley,UT,Millard
84656,49027,Scipio,UT,Millard
84631,49027,Fillmore,UT,Millard
84640,49027,Lynndyl,UT,Millard
84728,49027,Garrison,UT,Millard
84649,49027,Oak city,UT,Millard
84638,49027,Leamington,UT,Millard
84637,49027,Kanosh,UT,Millard
84624,49027,Delta,UT,Millard
84636,49027,Holden,UT,Millard
84644,49027,Meadow,UT,Millard
84018,49029,Croydon,UT,Morgan
84050,49029,Morgan,UT,Morgan
84017,49029,Coalville,UT,Morgan
84750,49031,Marysvale,UT,Piute
84743,49031,Kingston,UT,Piute
84712,49031,Antimony,UT,Piute
84732,49031,Greenwich,UT,Piute
84723,49031,Circleville,UT,Piute
84740,49031,Junction,UT,Piute
84064,49033,Randolph,UT,Rich
84086,49033,Woodruff,UT,Rich
84038,49033,Laketown,UT,Rich
84028,49033,Garden city,UT,Rich
84070,49035,Sandy,UT,Salt Lake
84123,49035,Salt lake city,UT,Salt Lake
84129,49035,Salt lake city,UT,Salt Lake
84152,49035,Salt lake city,UT,Salt Lake
84101,49035,Salt lake city,UT,Salt Lake
84103,49035,Salt lake city,UT,Salt Lake
84118,49035,Salt lake city,UT,Salt Lake
84127,49035,Salt lake city,UT,Salt Lake
84134,49035,Salt lake city,UT,Salt Lake
84184,49035,Salt lake city,UT,Salt Lake
84119,49035,West valley city,UT,Salt Lake
84138,49035,Salt lake city,UT,Salt Lake
84143,49035,Salt lake city,UT,Salt Lake
84047,49035,Midvale,UT,Salt Lake
84050,49035,Morgan,UT,Salt Lake
84107,49035,Salt lake city,UT,Salt Lake
84092,49035,Sandy,UT,Salt Lake
84158,49035,Salt lake city,UT,Salt Lake
84112,49035,Salt lake city,UT,Salt Lake
84132,49035,Salt lake city,UT,Salt Lake
84009,49035,South jordan,UT,Salt Lake
84065,49035,Riverton,UT,Salt Lake
84084,49035,West jordan,UT,Salt Lake
84102,49035,Salt lake city,UT,Salt Lake
84106,49035,Salt lake city,UT,Salt Lake
84115,49035,Salt lake city,UT,Salt Lake
84090,49035,Sandy,UT,Salt Lake
84096,49035,Herriman,UT,Salt Lake
84088,49035,West jordan,UT,Salt Lake
84105,49035,Salt lake city,UT,Salt Lake
84150,49035,Salt lake city,UT,Salt Lake
84122,49035,Salt lake city,UT,Salt Lake
84141,49035,Salt lake city,UT,Salt Lake
84139,49035,Salt lake city,UT,Salt Lake
84020,49035,Draper,UT,Salt Lake
84157,49035,Salt lake city,UT,Salt Lake
84104,49035,Salt lake city,UT,Salt Lake
84120,49035,West valley city,UT,Salt Lake
84121,49035,Salt lake city,UT,Salt Lake
84133,49035,Salt lake city,UT,Salt Lake
84113,49035,Salt lake city,UT,Salt Lake
84148,49035,Salt lake city,UT,Salt Lake
84128,49035,West valley city,UT,Salt Lake
84108,49035,Salt lake city,UT,Salt Lake
84117,49035,Salt lake city,UT,Salt Lake
84095,49035,South jordan,UT,Salt Lake
84093,49035,Sandy,UT,Salt Lake
84126,49035,Salt lake city,UT,Salt Lake
84165,49035,Salt lake city,UT,Salt Lake
84171,49035,Salt lake city,UT,Salt Lake
84110,49035,Salt lake city,UT,Salt Lake
84091,49035,Sandy,UT,Salt Lake
84199,49035,Salt lake city,UT,Salt Lake
84190,49035,Salt lake city,UT,Salt Lake
84151,49035,Salt lake city,UT,Salt Lake
84124,49035,Salt lake city,UT,Salt Lake
84109,49035,Salt lake city,UT,Salt Lake
84094,49035,Sandy,UT,Salt Lake
84116,49035,Salt lake city,UT,Salt Lake
84125,49035,Salt lake city,UT,Salt Lake
84044,49035,Magna,UT,Salt Lake
84081,49035,West jordan,UT,Salt Lake
84111,49035,Salt lake city,UT,Salt Lake
84180,49035,Salt lake city,UT,Salt Lake
84006,49035,Bingham canyon,UT,Salt Lake
84170,49035,Salt lake city,UT,Salt Lake
84114,49035,Salt lake city,UT,Salt Lake
84533,49037,Lake powell,UT,San Juan
84512,49037,Bluff,UT,San Juan
84511,49037,Blanding,UT,San Juan
84535,49037,Monticello,UT,San Juan
84531,49037,Mexican hat,UT,San Juan
84532,49037,Moab,UT,San Juan
84510,49037,Aneth,UT,San Juan
84530,49037,La sal,UT,San Juan
84534,49037,Montezuma creek,UT,San Juan
84536,49037,Monument valley,UT,San Juan
84629,49039,Fairview,UT,Sanpete
84622,49039,Centerfield,UT,Sanpete
84630,49039,Fayette,UT,Sanpete
84665,49039,Sterling,UT,Sanpete
84647,49039,Mount pleasant,UT,Sanpete
84627,49039,Ephraim,UT,Sanpete
84642,49039,Manti,UT,Sanpete
84667,49039,Wales,UT,Sanpete
84643,49039,Mayfield,UT,Sanpete
84634,49039,Gunnison,UT,Sanpete
84632,49039,Fountain green,UT,Sanpete
84621,49039,Axtell,UT,Sanpete
84662,49039,Spring city,UT,Sanpete
84646,49039,Moroni,UT,Sanpete
84623,49039,Chester,UT,Sanpete
84739,49041,Joseph,UT,Sevier
84754,49041,Monroe,UT,Sevier
84654,49041,Salina,UT,Sevier
84620,49041,Aurora,UT,Sevier
84744,49041,Koosharem,UT,Sevier
84711,49041,Annabella,UT,Sevier
84730,49041,Glenwood,UT,Sevier
84657,49041,Sigurd,UT,Sevier
84701,49041,Richfield,UT,Sevier
84766,49041,Sevier,UT,Sevier
84652,49041,Redmond,UT,Sevier
84724,49041,Elsinore,UT,Sevier
84033,49043,Henefer,UT,Summit
84024,49043,Echo,UT,Summit
84055,49043,Oakley,UT,Summit
84060,49043,Park city,UT,Summit
84017,49043,Coalville,UT,Summit
84036,49043,Kamas,UT,Summit
84068,49043,Park city,UT,Summit
84098,49043,Park city,UT,Summit
84061,49043,Peoa,UT,Summit
84074,49045,Tooele,UT,Tooele
84029,49045,Grantsville,UT,Tooele
84034,49045,Ibapah,UT,Tooele
84083,49045,Wendover,UT,Tooele
84069,49045,Rush valley,UT,Tooele
84071,49045,Stockton,UT,Tooele
84022,49045,Dugway,UT,Tooele
84080,49045,Vernon,UT,Tooele
84079,49047,Vernal,UT,Uintah
84066,49047,Roosevelt,UT,Uintah
84035,49047,Jensen,UT,Uintah
84063,49047,Randlett,UT,Uintah
84078,49047,Vernal,UT,Uintah
84039,49047,Lapoint,UT,Uintah
84026,49047,Fort duchesne,UT,Uintah
84085,49047,Whiterocks,UT,Uintah
84076,49047,Tridell,UT,Uintah
84008,49047,Bonanza,UT,Uintah
84043,49049,Lehi,UT,Utah
84059,49049,Orem,UT,Utah
84004,49049,Alpine,UT,Utah
84097,49049,Orem,UT,Utah
84013,49049,Cedar valley,UT,Utah
84603,49049,Provo,UT,Utah
84604,49049,Provo,UT,Utah
84655,49049,Santaquin,UT,Utah
84032,49049,Heber city,UT,Utah
84602,49049,Provo,UT,Utah
84005,49049,Eagle mountain,UT,Utah
84020,49049,Draper,UT,Utah
84062,49049,Pleasant grove,UT,Utah
84058,49049,Orem,UT,Utah
84660,49049,Spanish fork,UT,Utah
84606,49049,Provo,UT,Utah
84003,49049,American fork,UT,Utah
84601,49049,Provo,UT,Utah
84651,49049,Payson,UT,Utah
84605,49049,Provo,UT,Utah
84626,49049,Elberta,UT,Utah
84057,49049,Orem,UT,Utah
84045,49049,Saratoga springs,UT,Utah
84042,49049,Lindon,UT,Utah
84663,49049,Springville,UT,Utah
84653,49049,Salem,UT,Utah
84664,49049,Mapleton,UT,Utah
84633,49049,Goshen,UT,Utah
84604,49051,Provo,UT,Wasatch
84082,49051,Wallsburg,UT,Wasatch
84032,49051,Heber city,UT,Wasatch
84060,49051,Park city,UT,Wasatch
84036,49051,Kamas,UT,Wasatch
84049,49051,Midway,UT,Wasatch
84779,49053,Virgin,UT,Washington
84781,49053,Pine valley,UT,Washington
84763,49053,Rockville,UT,Washington
84722,49053,Central,UT,Washington
84733,49053,Gunlock,UT,Washington
84782,49053,Veyo,UT,Washington
84784,49053,Hildale,UT,Washington
84780,49053,Washington,UT,Washington
84791,49053,Saint george,UT,Washington
84720,49053,Cedar city,UT,Washington
84765,49053,Santa clara,UT,Washington
84771,49053,Saint george,UT,Washington
84783,49053,Dammeron valley,UT,Washington
84757,49053,New harmony,UT,Washington
84790,49053,Saint george,UT,Washington
84745,49053,La verkin,UT,Washington
84746,49053,Leeds,UT,Washington
84738,49053,Ivins,UT,Washington
84774,49053,Toquerville,UT,Washington
84767,49053,Springdale,UT,Washington
84725,49053,Enterprise,UT,Washington
84770,49053,Saint george,UT,Washington
84737,49053,Hurricane,UT,Washington
84715,49055,Bicknell,UT,Wayne
84734,49055,Hanksville,UT,Wayne
84747,49055,Loa,UT,Wayne
84775,49055,Torrey,UT,Wayne
84749,49055,Lyman,UT,Wayne
84773,49055,Teasdale,UT,Wayne
84310,49057,Eden,UT,Weber
84315,49057,Hooper,UT,Weber
84407,49057,Ogden,UT,Weber
84409,49057,Ogden,UT,Weber
84201,49057,Ogden,UT,Weber
84404,49057,Ogden,UT,Weber
84405,49057,Ogden,UT,Weber
84317,49057,Huntsville,UT,Weber
84415,49057,Ogden,UT,Weber
84403,49057,Ogden,UT,Weber
84414,49057,Ogden,UT,Weber
84408,49057,Ogden,UT,Weber
84402,49057,Ogden,UT,Weber
84401,49057,Ogden,UT,Weber
84067,49057,Roy,UT,Weber
84056,49057,Hill afb,UT,Weber
84412,49057,Ogden,UT,Weber
5733,50001,Brandon,VT,Addison
5747,50001,Granville,VT,Addison
5753,50001,Middlebury,VT,Addison
5472,50001,New haven,VT,Addison
5769,50001,Salisbury,VT,Addison
5469,50001,Monkton,VT,Addison
5748,50001,Hancock,VT,Addison
5734,50001,Bridport,VT,Addison
5770,50001,Shoreham,VT,Addison
5766,50001,Ripton,VT,Addison
5443,50001,Bristol,VT,Addison
5456,50001,Ferrisburgh,VT,Addison
5491,50001,Vergennes,VT,Addison
5669,50001,Roxbury,VT,Addison
5740,50001,East middlebury,VT,Addison
5461,50001,Hinesburg,VT,Addison
5473,50001,North ferrisburgh,VT,Addison
5462,50001,Huntington,VT,Addison
5445,50001,Charlotte,VT,Addison
5487,50001,Starksboro,VT,Addison
5767,50001,Rochester,VT,Addison
5760,50001,Orwell,VT,Addison
5778,50001,Whiting,VT,Addison
5255,50003,Manchester center,VT,Bennington
5340,50003,Bondville,VT,Bennington
5148,50003,Londonderry,VT,Bennington
5261,50003,Pownal,VT,Bennington
5352,50003,Stamford,VT,Bennington
5343,50003,Jamaica,VT,Bennington
5775,50003,West pawlet,VT,Bennington
5155,50003,South londonderry,VT,Bennington
5201,50003,Bennington,VT,Bennington
5250,50003,Arlington,VT,Bennington
5257,50003,North bennington,VT,Bennington
5761,50003,Pawlet,VT,Bennington
5152,50003,Peru,VT,Bennington
5252,50003,East arlington,VT,Bennington
5253,50003,East dorset,VT,Bennington
5262,50003,Shaftsbury,VT,Bennington
5254,50003,Manchester,VT,Bennington
5251,50003,Dorset,VT,Bennington
5768,50003,Rupert,VT,Bennington
5260,50003,North pownal,VT,Bennington
5161,50003,Weston,VT,Bennington
5363,50003,Wilmington,VT,Bennington
5350,50003,Readsboro,VT,Bennington
5776,50003,West rupert,VT,Bennington
5680,50005,Wolcott,VT,Caledonia
5839,50005,Glover,VT,Caledonia
5849,50005,Lyndon,VT,Caledonia
5861,50005,Passumpsic,VT,Caledonia
5821,50005,Barnet,VT,Caledonia
5850,50005,Lyndon center,VT,Caledonia
5832,50005,East burke,VT,Caledonia
5873,50005,West danville,VT,Caledonia
5647,50005,Cabot,VT,Caledonia
5819,50005,Saint johnsbury,VT,Caledonia
5866,50005,Sheffield,VT,Caledonia
5871,50005,West burke,VT,Caledonia
5838,50005,East saint johnsbury,VT,Caledonia
5081,50005,Wells river,VT,Caledonia
5046,50005,Groton,VT,Caledonia
5836,50005,East hardwick,VT,Caledonia
5837,50005,East haven,VT,Caledonia
5862,50005,Peacham,VT,Caledonia
5828,50005,Danville,VT,Caledonia
5824,50005,Concord,VT,Caledonia
5867,50005,Sutton,VT,Caledonia
5863,50005,Saint johnsbury center,VT,Caledonia
5842,50005,Greensboro bend,VT,Caledonia
5050,50005,Mc indoe falls,VT,Caledonia
5069,50005,South ryegate,VT,Caledonia
5658,50005,Marshfield,VT,Caledonia
5841,50005,Greensboro,VT,Caledonia
5851,50005,Lyndonville,VT,Caledonia
5843,50005,Hardwick,VT,Caledonia
5042,50005,East ryegate,VT,Caledonia
5848,50005,Lower waterford,VT,Caledonia
5403,50007,South burlington,VT,Chittenden
5446,50007,Colchester,VT,Chittenden
5449,50007,Colchester,VT,Chittenden
5676,50007,Waterbury,VT,Chittenden
5490,50007,Underhill center,VT,Chittenden
5495,50007,Williston,VT,Chittenden
5401,50007,Burlington,VT,Chittenden
5452,50007,Essex junction,VT,Chittenden
5482,50007,Shelburne,VT,Chittenden
5406,50007,Burlington,VT,Chittenden
5466,50007,Jonesville,VT,Chittenden
5402,50007,Burlington,VT,Chittenden
5477,50007,Richmond,VT,Chittenden
5465,50007,Jericho,VT,Chittenden
5453,50007,Essex junction,VT,Chittenden
5451,50007,Essex,VT,Chittenden
5439,50007,Colchester,VT,Chittenden
5408,50007,Burlington,VT,Chittenden
5489,50007,Underhill,VT,Chittenden
5404,50007,Winooski,VT,Chittenden
5468,50007,Milton,VT,Chittenden
5478,50007,Saint albans,VT,Chittenden
5454,50007,Fairfax,VT,Chittenden
5461,50007,Hinesburg,VT,Chittenden
5473,50007,North ferrisburgh,VT,Chittenden
5462,50007,Huntington,VT,Chittenden
5445,50007,Charlotte,VT,Chittenden
5487,50007,Starksboro,VT,Chittenden
5405,50007,Burlington,VT,Chittenden
5494,50007,Westford,VT,Chittenden
5407,50007,South burlington,VT,Chittenden
5858,50009,North concord,VT,Essex
5905,50009,Guildhall,VT,Essex
5907,50009,Norton,VT,Essex
5906,50009,Lunenburg,VT,Essex
5902,50009,Beecher falls,VT,Essex
5819,50009,Saint johnsbury,VT,Essex
5871,50009,West burke,VT,Essex
5846,50009,Island pond,VT,Essex
5903,50009,Canaan,VT,Essex
5837,50009,East haven,VT,Essex
5840,50009,Granby,VT,Essex
5824,50009,Concord,VT,Essex
5901,50009,Averill,VT,Essex
5904,50009,Gilman,VT,Essex
5450,50011,Enosburg falls,VT,Franklin
5859,50011,North troy,VT,Franklin
5485,50011,Sheldon springs,VT,Franklin
5481,50011,Saint albans bay,VT,Franklin
5460,50011,Highgate springs,VT,Franklin
5488,50011,Swanton,VT,Franklin
5476,50011,Richford,VT,Franklin
5441,50011,Bakersfield,VT,Franklin
5479,50011,Saint albans,VT,Franklin
5448,50011,East fairfield,VT,Franklin
5459,50011,Highgate center,VT,Franklin
5468,50011,Milton,VT,Franklin
5478,50011,Saint albans,VT,Franklin
5455,50011,Fairfield,VT,Franklin
5454,50011,Fairfax,VT,Franklin
5457,50011,Franklin,VT,Franklin
5464,50011,Jeffersonville,VT,Franklin
5444,50011,Cambridge,VT,Franklin
5483,50011,Sheldon,VT,Franklin
5471,50011,Montgomery center,VT,Franklin
5447,50011,East berkshire,VT,Franklin
5470,50011,Montgomery,VT,Franklin
5486,50013,South hero,VT,Grand Isle
5474,50013,North hero,VT,Grand Isle
5458,50013,Grand isle,VT,Grand Isle
5463,50013,Isle la motte,VT,Grand Isle
5440,50013,Alburgh,VT,Grand Isle
5442,50015,Belvidere center,VT,Lamoille
5661,50015,Morrisville,VT,Lamoille
5680,50015,Wolcott,VT,Lamoille
5652,50015,Eden,VT,Lamoille
5665,50015,North hyde park,VT,Lamoille
5492,50015,Waterville,VT,Lamoille
5655,50015,Hyde park,VT,Lamoille
5826,50015,Craftsbury,VT,Lamoille
5653,50015,Eden mills,VT,Lamoille
5489,50015,Underhill,VT,Lamoille
5657,50015,Lake elmore,VT,Lamoille
5464,50015,Jeffersonville,VT,Lamoille
5444,50015,Cambridge,VT,Lamoille
5656,50015,Johnson,VT,Lamoille
5672,50015,Stowe,VT,Lamoille
5843,50015,Hardwick,VT,Lamoille
5662,50015,Moscow,VT,Lamoille
5061,50017,Randolph center,VT,Orange
5079,50017,Vershire,VT,Orange
5641,50017,Barre,VT,Orange
5055,50017,Norwich,VT,Orange
5045,50017,Fairlee,VT,Orange
5033,50017,Bradford,VT,Orange
5663,50017,Northfield,VT,Orange
5072,50017,Strafford,VT,Orange
5076,50017,Topsham,VT,Orange
5032,50017,Bethel,VT,Orange
5086,50017,West topsham,VT,Orange
5054,50017,North thetford,VT,Orange
5085,50017,West newbury,VT,Orange
5043,50017,East thetford,VT,Orange
5038,50017,Chelsea,VT,Orange
5041,50017,East randolph,VT,Orange
5060,50017,Randolph,VT,Orange
5654,50017,Graniteville,VT,Orange
5070,50017,South strafford,VT,Orange
5051,50017,Newbury,VT,Orange
5081,50017,Wells river,VT,Orange
5046,50017,Groton,VT,Orange
5036,50017,Brookfield,VT,Orange
5679,50017,Williamstown,VT,Orange
5675,50017,Washington,VT,Orange
5039,50017,Corinth,VT,Orange
5649,50017,East barre,VT,Orange
5065,50017,Sharon,VT,Orange
5068,50017,South royalton,VT,Orange
5669,50017,Roxbury,VT,Orange
5083,50017,West fairlee,VT,Orange
5074,50017,Thetford,VT,Orange
5077,50017,Tunbridge,VT,Orange
5069,50017,South ryegate,VT,Orange
5075,50017,Thetford center,VT,Orange
5040,50017,East corinth,VT,Orange
5058,50017,Post mills,VT,Orange
5680,50019,Wolcott,VT,Orleans
5859,50019,North troy,VT,Orleans
5827,50019,Craftsbury common,VT,Orleans
5839,50019,Glover,VT,Orleans
5825,50019,Coventry,VT,Orleans
5845,50019,Irasburg,VT,Orleans
5868,50019,Troy,VT,Orleans
5847,50019,Lowell,VT,Orleans
5829,50019,Derby,VT,Orleans
5820,50019,Albany,VT,Orleans
5476,50019,Richford,VT,Orleans
5826,50019,Craftsbury,VT,Orleans
5872,50019,West charleston,VT,Orleans
5871,50019,West burke,VT,Orleans
5846,50019,Island pond,VT,Orleans
5836,50019,East hardwick,VT,Orleans
5857,50019,Newport center,VT,Orleans
5874,50019,Westfield,VT,Orleans
5860,50019,Orleans,VT,Orleans
5823,50019,Beebe plain,VT,Orleans
5833,50019,East charleston,VT,Orleans
5855,50019,Newport,VT,Orleans
5822,50019,Barton,VT,Orleans
5830,50019,Derby line,VT,Orleans
5471,50019,Montgomery center,VT,Orleans
5842,50019,Greensboro bend,VT,Orleans
5841,50019,Greensboro,VT,Orleans
5843,50019,Hardwick,VT,Orleans
5853,50019,Morgan,VT,Orleans
5875,50019,Barton,VT,Orleans
5733,50021,Brandon,VT,Rutland
